d/f,shape,aspect ratio,age,w/b,Dmax,ratio of aggregate to binder,CA/FA,Cement strength grade,fly ash,Silicon,BFS,fc
150,1,1,360,0.4,16,3.89,1.44,3,0,0,0,79.4
100,3,2,28,0.4,19,4.05,0.21,4,30,0,0,42.8
450,2,2,226,0.45,20,4.05,1.35,3,16,0,0,34.68
150,1,1,28,0.67,40,13,3,3,0,0,30,18.89
150,1,1,365,0.59,19,4.15,1.52,3,0,0,30,53.8
150,1,1,28,0.55,25,5.09,1.86,2,0,0,0,28.15
200,1,1,28,0.59,40,12,3,3,0,0,40,24.28
100,1,1,7,0.38,31.5,3.83,2.11,1,70,0,0,10.463
100,1,1,3,0.46,20,5.84,2.57,6,0,0,0,26.2874
100,1,1,180,0.3,10,3.54,1.59,1,25,0,0,107.8
100,1,1,3,0.3,10,3.54,1.59,1,25,0,0,48
100,2,2,3,0.5,14,4.48,1.28,3,0,0,0,23.2
150,1,1,7,0.5,20,4.57,1.5,3,0,0,0,25.48
250,1,1,28,0.51,80,10,3,3,0,0,0,24.48
100,1,1,7,0.5,20,4.1,2.06,1,45,0,0,18.4
100,2,3,28,0.37,30,4.19,1.5,3,0,0,0,38.47
150,1,1,365,0.6,19,4.15,1.52,3,0,0,0,46.3
150,1,1,365,0.47,19,2.56,1.52,3,0,0,50,66.7
100,1,1,90,0.3,20,3.6,1.94,3,0,0,0,79.94
250,1,1,28,0.71,80,14,3,3,0,0,0,16.21
150,1,1,360,0.3,16,5.71,1.44,3,0,0,80,74.7
100,3,2,3,0.6,19,4.75,0.81,1,0,0,0,22.5
150,1,1,3,0.4,16,5.47,1.44,3,0,0,60,27.3
150,2,2,90,0.45,20,4.05,1.35,3,16,0,0,50
150,1,1,7,0.47,19,2.56,1.52,3,0,0,56,29.5
150,1,1,3,0.4,16,4.55,1.44,3,0,0,60,26
150,1,1,7,0.3,16,4.09,1.44,3,0,0,60,63.2
100,1,1,7,0.54,20,5.52,1.86,3,0,0,0,26.9
150,3,2,28,0.28,13,2.77,1.36,3,0,11,0,78.1
100,1,1,3,0.77,20,10.47,0.91,6,0,0,0,11.825
100,1,1,3,0.24,10,4.19,1.32,1,0,0,0,70
150,2,2,28,0.5,25,4.86,1.27,3,0,0,0,33.47
100,2,2,56,0.37,19,4.67,1.5,1,55,0,0,62.1
100,1,1,28,0.3,20,3.6,1.94,3,0,50,0,80.93
150,1,1,14,0.28,20,2.86,1.63,3,20,0,0,74.8
150,1,1,28,0.44,19,2.1,1.52,3,0,0,61,37.5
100,1,1,120,0.46,25,4.74,1.43,3,21,0,8,50.4
150,1,1,119,0.74,19,5.93,1.52,3,0,0,42,34.8
100,1,1,7,0.4,20,4.48,1.82,1,40,5,0,20.5
150,1,1,28,0.14,1.25,1.63,6,3,0,18.5,0,87.35
100,3,2,7,0.32,19,3.18,0.17,4,10,0,0,51.9
100,1,1,28,0.5,20,4.11,2.05,1,40,5,0,38.7
250,3,2,160,0.45,20,4.05,1.35,3,16,0,0,35.85
100,1,1,3,0.77,20,10.47,1.73,6,0,0,0,16.8
100,3,2,356,0.35,19,3.56,0.19,4,0,0,0,68.8
100,2,2,7,0.34,19,5.22,1.5,1,55,0,0,31.1
100,1,1,7,0.24,10,2.13,1.32,1,0,0,0,79.5
100,1,1,90,0.19,10,2.79,1.48,1,0,0,0,114.5
150,1,1,360,0.5,16,4.28,1.44,3,0,0,60,56
100,3,2,7,0.55,19,4.81,0.25,4,30,0,0,18.3
150,1,1,360,0.3,16,4.85,1.44,3,0,0,20,97.1
100,2,2,3,0.4,20,3,1.34,3,0,0,0,35.1
100,1,1,90,0.3,20,3.6,1.94,3,0,50,0,83.76
100,3,2,28,0.35,13,3.41,1.26,3,0,0,0,66
100,2,2,28,0.5,20,4.17,1.97,1,25,0,0,35.2
100,2,2,28,0.38,16,3.17,1.25,1,0,0,0,41.1111
150,1,1,90,0.3,20,3.6,1.94,3,0,50,0,74.4
100,2,2,28,0.7,14,6.61,1.14,3,0,0,0,18.6
100,2,4,3,0.27,25,2.51,1.59,3,0,0,30,52.7
100,1,1,3,0.5,20,3.36,1.92,1,15,0,0,23.3
100,2,2,91,0.38,19,4.16,1.5,1,55,0,0,43.9
100,3,2,28,0.5,25,4.86,1.27,4,0,0,0,35.97
100,1,1,56,0.5,12.5,5.47,1.18,5,0,0,0,49.91
100,1,1,28,0.32,31.5,3.49,1.63,3,35,0,0,54.6
100,3,2,356,0.6,19,5.17,0.27,4,30,0,0,43.2
150,1,1,14,0.6,19,4.11,1.52,3,0,0,56,20.1
150,1,1,28,0.5,20,4.57,1.5,3,0,0,0,40.01
100,2,2,28,0.39,19,5.16,1.5,1,55,0,0,32.7
150,1,1,7,0.5,16,3.56,1.44,3,0,0,60,20.8
350,3,2,221,0.45,20,4.05,1.35,3,16,0,0,37.68
100,1,1,7,0.4,20,4.45,1.86,1,55,0,0,19.8
100,3,2,7,0.5,19,4,0.77,1,30,0,0,24.1
150,1,1,28,0.5,16,3.6,1.44,3,0,0,20,50.4
100,2,2,56,0.5,20,3.36,1.92,1,15,0,0,46.7
150,1,1,3,0.3,16,4.79,1.44,3,0,0,80,24.5
100,2,4,7,0.42,25,4.37,1.24,3,0,0,30,30.2
100,1,1,56,0.24,25,2.83,1.83,5,0,10,40,101.685
300,1,1,28,0.71,80,14,3,3,0,0,0,15.4
100,1,1,3,0.28,20,1.93,1.22,6,0,0,0,61.3861
150,1,1,3,0.28,20,2.86,1.63,3,20,10,0,53
150,1,1,3,0.5,20,4.57,1.5,3,0,0,50,9.47368
100,3,2,3,0.55,19,4.13,0.85,1,75,0,0,2.6
150,1,1,90,0.5,16,5.21,1.44,3,0,0,60,58.3
100,1,1,28,0.21,25,2.83,1.83,5,30,10,0,97.9947
200,1,1,28,0.67,80,13,3,3,0,0,30,17.4
150,1,1,119,0.57,19,3.88,1.52,3,0,0,42,51.7
150,1,1,360,0.3,16,4.81,1.44,3,0,0,60,89.2
100,1,1,28,0.51,40,10,3,3,0,0,30,32.34
100,1,1,3,0.24,25,2.83,1.83,5,40,10,0,68.764
150,3,2,28,0.5,25,4.86,1.27,4,0,0,0,33.6
150,1,1,3,0.5,16,3.58,1.44,3,0,0,40,16.7
100,1,1,7,0.5,20,3.36,1.92,1,15,0,0,32.3
100,3,2,21,0.6,19,4.62,0.85,1,15,0,0,26.9
100,1,1,1,0.39,20,4.73,1.12,6,0,0,0,29.819
150,1,1,365,0.52,19,3.2,1.52,3,0,0,56,50.7
150,1,1,7,0.89,19,7.55,1.52,3,0,0,0,16.1
200,1,1,28,0.59,80,12,3,3,0,0,50,22.31
100,1,1,56,0.21,25,2.83,1.83,5,30,10,0,104.711
100,2,2,3,0.6,14,5.55,1.19,3,0,0,0,16.3
100,3,2,28,0.5,13,5.02,1.16,3,0,0,0,45.68
150,1,1,7,0.4,16,3.89,1.44,3,0,0,0,59.2
150,2,2,114,0.45,20,4.05,1.35,3,16,0,0,50
150,1,1,360,0.5,16,4.34,1.44,3,0,0,0,64.1
250,1,1,28,0.59,80,12,3,3,0,0,60,20.19
150,1,1,28,0.35,13,3.41,1.26,3,0,0,0,68.05
150,1,1,3,0.5,16,4.34,1.44,3,0,0,0,26.2
200,1,1,28,0.35,20,3.01,1.63,3,0,0,0,51.48
150,1,1,28,0.18,16,2.92,1.22,1,0,9,0,83.3896
100,3,2,21,0.55,19,4.08,0.87,1,60,0,0,11.6
100,1,1,90,0.4,20,4.45,1.86,1,55,0,0,52.9
100,1,1,3,0.24,25,2.83,1.83,5,30,10,0,71.284
100,1,1,91,0.28,20,3.18,3.14,6,0,0,0,85.4
100,3,2,3,0.6,19,5.17,0.27,4,30,0,0,7.2
150,1,1,3,0.39,20,4.24,1.57,3,7,0,0,40.8
200,1,1,28,0.37,20,4.19,1.5,3,0,0,0,41.11
100,1,1,28,0.58,20,7.15,1.5,3,0,0,0,25.17
100,3,2,28,0.71,25,7.72,1.27,4,0,0,0,17.98
100,1,1,91,0.77,20,10.47,0.91,6,0,0,0,22.6294
150,1,1,7,0.5,20,4.57,1.5,3,20,0,30,17.0955
100,2,2,3,0.5,14,4.28,1.64,3,0,0,0,20.8
100,3,2,7,0.35,19,3.51,0.18,4,10,0,0,50.2
100,3,2,28,0.27,19,2.58,0.14,4,30,0,0,51.9
100,2,2,3,0.6,14,5.07,0.85,3,0,0,0,18.1
100,2,2,28,0.5,14,4.09,1.38,3,0,0,0,32.5
150,2,1.67,28,0.38,16,3.17,1.25,1,0,0,0,38.2551931
150,1,1,360,0.3,16,4.88,1.44,3,0,0,0,89.9
100,2,2,91,0.38,19,4.17,1.5,1,55,0,0,48
100,2,2,3,0.6,20,5.41,1.77,3,0,0,0,16.5
100,1,1,3,0.27,25,2.83,1.83,5,0,10,10,76.9031
200,1,1,28,0.51,40,10,3,3,0,0,40,29.09
100,1,1,90,0.3,10,5.95,1.55,1,15,0,0,99.6
100,1,1,3,0.5,20,4.24,1.87,1,0,5,0,27.4
100,1,1,28,0.37,20,4.19,1.5,3,0,0,0,46.4
100,1,1,28,0.4,20,3.46,1.68,1,15,0,0,56
150,3,2,28,0.5,13,5.02,1.16,3,0,0,0,42.9
100,1,1,90,0.3,10,3.54,1.58,1,20,5,0,90.3
100,3,2,3,0.6,19,5.22,0.27,4,20,0,0,10.2
100,1,1,3,0.27,25,2.83,1.83,5,30,10,0,70.2254
150,1,1,28,0.74,19,5.93,1.52,3,0,0,42,27
100,1,1,28,0.44,31.5,3.83,2.11,1,0,0,0,49.85
100,1,1,56,0.5,20,3.36,1.92,1,15,0,0,55.7
100,2,2,28,0.38,19,4.17,1.5,1,55,0,0,34.9
200,1,1,28,0.5,20,4.82,1.5,3,0,0,0,33.2
150,1,1,3,0.3,16,4.84,1.44,3,0,0,40,48.5
100,2,4,3,0.32,25,3.13,1.46,3,0,0,30,40.5
150,1,1,28,0.3,16,5.74,1.44,3,0,0,60,73.3
100,1,1,90,0.3,10,6.03,1.5,1,0,0,0,95.7
100,1,1,56,0.21,25,2.83,1.83,5,0,10,30,103.441
100,2,4,7,0.27,25,2.53,1.59,3,0,0,0,63.3
100,1,1,7,0.29,31.5,2.9,1.88,3,43,0,0,45.27
150,1,1,90,0.3,16,5.71,1.44,3,0,0,80,70.6
100,3,2,7,0.4,19,4.1,0.22,4,20,0,0,38
150,1,1,14,0.5,20,4.57,1.5,3,0,0,50,32.5
150,1,1,90,0.4,16,3.8,1.44,3,0,0,80,54.6
100,3,2,3,0.4,19,4.14,0.22,4,10,0,0,31.5
100,2,2,28,0.23,16,3.17,1.25,1,0,0,0,58.6325
100,1,1,90,0.4,20,4.61,1.68,1,0,5,0,73.7
150,1,1,28,0.41,25,3.57,2.23,2,0,0,0,42.7
150,1,1,28,0.57,19,3.88,1.52,3,0,0,42,41.4
150,1,1,180,0.66,19,4.9,1.52,3,0,0,50,40.8
200,1,1,28,0.18,16,2.92,1.22,1,0,9,0,82.3723
100,2,2,28,0.4,20,3.69,2.01,3,0,0,0,35.7
150,1,1,90,0.3,16,4.81,1.44,3,0,0,60,79
100,3,2,28,0.32,19,3.23,0.17,4,0,0,0,62.1
100,2,2,28,0.5,14,4.27,0.71,3,0,0,0,26.3
100,1,1,28,0.24,25,2.83,1.83,5,0,10,30,95.5609
100,1,1,14,0.3,20,3.6,1.94,3,0,0,0,58.13
150,1,1,3,0.4,16,3.8,1.44,3,0,0,80,22.6
100,1,1,3,0.5,20,4.11,2.05,1,40,5,0,11.4
100,3,2,56,0.5,19,4,0.75,1,15,0,0,40.1
150,1,1,28,0.28,20,2.86,1.63,3,20,10,0,84.2
100,2,2,28,0.43,19,4.16,1.5,1,0,0,0,50.7
150,1,1,3,0.47,20,4.52,1.63,3,0,0,0,35
150,1,1,28,0.64,19,4.73,1.52,3,0,0,42,34
100,1,1,14,0.44,31.5,3.83,2.11,1,0,0,0,42.899
150,1,1,63,1.01,19,8.86,1.52,3,0,0,18,19.3
100,1,1,3,0.3,10,3.44,1.71,1,55,0,0,22.3
100,1,1,56,0.27,25,2.83,1.83,5,20,10,0,105.957
150,1,1,63,0.59,19,4.15,1.52,3,0,0,30,45.9
150,1,1,90,0.4,16,3.87,1.44,3,0,0,20,82.3
100,1,1,7,0.27,25,2.83,1.83,5,20,10,0,77.5532
150,1,1,7,0.6,19,4.11,1.52,3,0,0,56,18.5
150,1,1,7,0.5,16,5.23,1.44,3,0,0,40,36.9
100,2,4,1,0.32,25,3.12,1.46,3,0,0,50,10
100,3,2,7,0.6,19,5.22,0.27,4,20,0,0,18
100,1,1,28,0.44,31.5,3.83,2.11,1,70,0,0,11.98
150,1,1,365,0.43,19,2.06,1.52,3,0,0,56,67.2
150,1,1,14,0.47,19,2.56,1.52,3,0,0,50,38.1
100,1,1,28,0.5,20,4.17,1.97,1,25,0,0,41.7
150,1,1,90,0.5,16,4.33,1.44,3,0,0,20,61.4
150,1,1,119,1.02,19,9,1.52,3,0,0,0,18.3
150,1,1,180,0.47,19,2.56,1.52,3,0,0,56,60.2
150,1,1,63,0.74,19,5.93,1.52,3,0,0,42,31.7
150,1,1,14,0.52,19,3.2,1.52,3,0,0,56,26.3
100,2,2,3,0.5,14,4.28,1.08,3,0,0,0,23.6
150,1,1,63,0.51,19,3.13,1.52,3,0,0,50,48.5
100,2,2,28,0.28,13,2.77,1.36,3,0,11,0,70.25
100,1,1,56,0.3,10,5.95,1.55,1,15,0,0,94.8
150,1,1,3,0.3,16,4.11,1.44,3,0,0,40,49.8
100,1,1,56,0.27,25,2.83,1.83,5,40,10,0,97.9775
150,1,1,28,0.3,16,5.76,1.44,3,0,0,40,81
100,1,1,3,0.4,20,4.55,1.75,1,20,5,0,28.9
100,2,8,7,0.4,20,3.78,1.34,4,0,0,0,46.6
100,3,2,28,0.55,19,4.81,0.25,4,30,0,0,30.9
150,1,1,14,0.76,19,5.99,1.52,3,0,0,18,22.9
100,2,2,3,0.6,20,4.94,1.76,3,0,0,0,21.5
100,2,2,28,0.5,14,4.09,0.9,3,0,0,0,32.91
150,1,1,365,0.51,19,3.24,1.52,3,0,0,42,64.5
100,2,4,180,0.42,25,4.36,1.24,3,0,0,50,54.3
100,2,2,28,0.4,20,4.61,1.68,1,0,5,0,64.8
100,2,2,3,0.38,19,4.16,1.5,1,55,0,0,15.7
100,2,2,56,0.38,19,4.16,1.5,1,55,0,0,39
100,1,1,7,0.3,10,3.47,1.67,1,45,0,0,49.2
150,1,1,7,1.02,19,9,1.52,3,0,0,0,12.4
100,3,2,28,0.35,19,3.47,0.18,4,20,0,0,56
150,2,1.67,28,0.23,16,3.17,1.25,1,0,0,0,57.86526485
100,1,1,56,0.5,20,4.17,1.96,1,20,5,0,60.7
100,3,2,14,0.55,19,4.28,0.81,1,0,0,0,30.9
150,1,1,7,0.4,16,4.55,1.44,3,0,0,60,45.6
100,1,1,28,0.4,20,4.55,1.75,1,20,5,0,62.3
150,2,3,7,0.5,40,8.48,1.94,3,35,0,0,10.73
150,1,1,28,0.5,16,4.26,1.44,3,0,0,80,25.3
150,2,2,90,0.3,20,3.6,1.94,3,0,50,0,60.3
200,2,2,365,0.36,20,3.33,0.54,4,0,0,0,42.7
150,1,1,28,0.5,16,4.28,1.44,3,0,0,60,40.1
100,1,1,3,0.3,10,2.34,1.5,1,0,0,0,64.9
100,1,1,3,0.36,12.5,3.75,1.35,5,0,0,0,40.5
100,3,2,28,0.55,19,4.13,0.85,1,45,0,0,19.6
100,3,2,180,0.32,19,3.18,0.17,4,10,0,0,75.4
100,1,1,7,0.19,10,2.27,1.52,1,45,0,0,56.4
150,1,1,28,0.5,16,4.33,1.44,3,0,0,20,52.6
100,1,1,28,0.35,20,4.66,1.66,3,8,0,15,68.5
100,3,2,14,0.5,19,3.92,0.8,1,60,0,0,11.9
100,3,2,3,0.55,19,4.91,0.26,4,20,0,0,14.6
150,1,1,14,0.5,20,4.57,1.5,3,20,0,30,27.5995
150,1,1,360,0.4,16,3.84,1.44,3,0,0,40,84.6
150,1,1,7,0.28,20,2.86,1.63,3,20,0,0,61.5
150,1,1,365,0.66,19,4.9,1.52,3,0,0,50,40.8
100,2,4,90,0.27,25,2.53,1.59,3,0,0,0,80.7
250,3,2,90,0.45,20,4.05,1.35,3,16,0,0,37.68
100,2,2,56,0.5,20,4.17,1.97,1,25,0,0,43.6
150,1,1,360,0.5,16,5.19,1.44,3,0,0,80,39.1
100,2,4,3,0.37,25,3.75,1.35,3,0,0,30,27.2
150,1,1,28,0.75,19,5.93,1.52,3,0,0,30,30
100,1,1,7,0.28,20,1.93,1.22,6,0,0,0,68.9604
150,1,1,3,0.5,20,4.57,1.5,3,0,0,40,9.47368
100,1,1,180,0.4,20,4.55,1.75,1,20,5,0,76
150,1,1,28,0.42,20,3.89,1.7,2,0,0,0,34.73
150,1,1,119,1.01,19,8.86,1.52,3,0,0,18,20
100,3,2,28,0.32,19,3.1,0.16,4,30,0,0,44.2
150,1,1,365,0.86,19,7.2,1.52,3,0,0,18,28.9
200,1,1,28,0.28,13,2.77,1.36,3,0,11,0,57
150,1,1,28,0.23,16,3.17,1.25,1,0,0,0,58.32288913
150,1,1,119,0.43,19,2.06,1.52,3,0,0,56,59.9
150,1,1,360,0.5,16,5.23,1.44,3,0,0,40,71.7
250,1,1,28,0.67,80,13,3,3,0,0,30,16.25
100,3,2,356,0.27,19,2.58,0.14,4,30,0,0,78.6
400,2,2,365,0.36,20,3.33,0.54,4,0,0,0,37.03
250,1,1,28,0.67,40,13,3,3,0,0,60,16.95
150,1,1,365,0.41,19,1.67,1.52,3,0,0,61,62.4
100,1,1,3,0.28,20,3.16,2.22,6,0,0,0,63.3448
300,1,1,28,0.62,80,12,3,3,0,0,0,19.88
100,1,1,90,0.23,10,2.48,1.44,1,45,0,0,107.2
100,1,1,28,0.19,10,2.74,1.5,1,25,0,0,102.3
100,3,2,3,0.6,19,5.26,0.28,4,10,0,0,13.1
100,3,2,3,0.55,19,4.28,0.81,1,0,0,0,26.8
100,3,2,90,0.4,19,4.14,0.22,4,10,0,0,57.5
150,1,1,90,0.5,16,5.26,1.44,3,0,0,20,65.4
150,1,1,360,0.3,16,4.09,1.44,3,0,0,60,101.3
150,1,1,28,1.02,19,9,1.52,3,0,0,0,17.5
150,1,1,90,0.3,16,5.74,1.44,3,0,0,60,81.2
250,1,1,28,0.51,80,10,3,3,0,0,50,25.06
150,1,1,28,0.5,16,3.53,1.44,3,0,0,80,27.7
100,2,2,56,0.3,10,3.54,1.58,1,20,5,0,86.5
100,1,1,91,0.39,20,4.73,1.73,6,0,0,0,71.6832
100,3,2,1,0.5,19,3.92,0.8,1,60,0,0,4.4
150,1,1,28,0.47,19,2.56,1.52,3,0,0,56,41.5
100,2,4,180,0.37,25,3.77,1.35,3,0,0,0,60.7
100,1,1,7,0.3,10,3.54,1.59,1,25,0,0,65.7
150,1,1,28,0.3,16,5.79,1.44,3,0,0,20,81.4
50,1,1,28,0.28,13,2.77,1.36,3,0,11,0,94.1
100,3,2,7,0.6,19,5.17,0.27,4,30,0,0,13.5
100,1,1,14,0.44,31.5,3.83,2.11,1,50,0,0,20.441
100,1,1,28,0.3,10,3.61,1.51,1,0,5,0,87.8
100,3,2,90,0.35,19,3.56,0.19,4,0,0,0,59.7
150,1,1,119,0.66,19,4.9,1.52,3,0,0,50,36.5
100,1,1,56,0.27,25,2.83,1.83,5,10,10,0,104.137
100,1,1,90,0.4,20,4.48,1.82,1,45,0,0,61.2
150,1,1,7,0.5,40,8.48,1.94,3,35,0,0,16.45
100,3,2,356,0.27,19,2.67,0.14,4,10,0,0,87.4
150,1,1,14,0.28,20,2.86,1.63,3,20,10,0,76.1
150,1,1,90,0.5,16,4.34,1.44,3,0,0,0,56.8
100,2,4,3,0.37,25,3.74,1.35,3,0,0,50,22.2
200,1,1,28,0.59,80,12,3,3,0,0,40,22.96
150,1,1,119,0.86,19,7.2,1.52,3,0,0,18,26.7
100,1,1,91,0.39,20,4.73,2.35,6,0,0,0,67.7
100,3,2,21,0.6,19,4.61,0.86,1,45,0,0,12.1
100,1,1,28,0.21,25,2.83,1.83,5,0,10,10,94.4917
100,1,1,3,0.28,20,3.17,1.35,6,0,0,0,64.1724
100,3,2,56,0.55,19,4.21,0.82,1,30,0,0,27
100,2,4,90,0.37,25,3.74,1.35,3,0,0,50,58.6
150,1,1,3,0.3,16,5.71,1.44,3,0,0,80,22
100,1,1,3,0.19,10,2.27,1.52,1,45,0,0,41.7
100,1,1,28,0.28,13,2.77,1.36,3,0,11,0,81.97
100,2,4,3,0.32,25,3.12,1.46,3,0,0,50,35.4
100,1,1,91,0.77,20,10.47,2.02,6,0,0,0,25.6408
150,1,1,180,0.88,19,7.37,1.52,3,0,0,0,25.9
100,2,2,91,0.38,19,4.11,1.5,1,55,0,0,44.6
250,1,1,28,0.59,40,12,3,3,0,0,60,21.94
100,2,2,3,0.7,14,6.61,1.14,3,0,0,0,11.6
100,1,1,7,0.3,10,3.61,1.51,1,0,5,0,75.5
150,1,1,63,0.52,19,3.2,1.52,3,0,0,56,40.7
100,3,2,28,0.6,19,4.62,0.85,1,30,0,0,21.3
150,1,1,28,0.5,16,3.58,1.44,3,0,0,40,49.3
150,1,1,28,0.75,20,7.66,1.78,3,0,0,0,12.9
100,1,1,28,0.3,20,3.24,1.62,6,30,0,0,84.5
100,2,2,28,0.6,20,4.94,1.76,3,0,0,0,27.3
150,1,1,28,0.59,20,5.9,1.5,3,0,0,0,43.7
100,2,2,56,0.35,19,5.03,1.5,1,55,0,0,51.3
300,1,1,28,0.67,80,13,3,3,0,0,40,15.31
150,1,1,7,0.59,20,5.9,1.5,3,0,10,0,36.5
100,2,2,28,0.5,20,4.24,1.87,1,0,5,0,46.8
150,1,1,90,0.4,16,5.51,1.44,3,0,0,20,73.7
150,1,1,28,0.6,19,4.15,1.52,3,0,0,0,40.4
150,1,1,28,0.4,16,3.89,1.44,3,0,0,0,64.3
100,1,1,180,0.4,20,4.61,1.68,1,0,5,0,74.5
150,1,1,28,0.47,20,4.52,1.63,3,0,0,0,59.5
100,3,2,7,0.6,19,4.62,0.85,1,15,0,0,19.8
100,1,1,28,0.59,40,12,3,3,0,0,60,25.14
100,1,1,90,0.6,31.5,6.04,1.22,3,0,0,0,46.03
100,1,1,3,0.51,20,3.28,1,6,0,0,0,45.9281
100,3,2,356,0.55,19,4.81,0.25,4,30,0,0,48.2
100,1,1,28,0.4,20,4.45,1.86,1,55,0,0,37.3
100,2,2,56,0.34,19,4.95,1.5,1,55,0,0,58.2
100,3,2,7,0.32,19,3.14,0.17,4,20,0,0,46.6
100,1,1,7,0.3,10,3.44,1.71,1,55,0,0,36.4
100,2,2,56,0.3,10,6.03,1.5,1,0,0,0,86.5
200,2,2,28,0.58,30,7.15,1.5,3,0,0,0,17.79
150,1,1,90,0.56,25,5.3,1.33,3,25,0,0,54.2
100,1,1,7,0.24,25,2.83,1.83,5,30,10,0,73.3016
150,1,1,180,0.55,19,3.49,1.52,3,0,0,61,38.7
100,1,1,120,0.46,25,4.74,1.43,5,29,0,0,50.5
150,1,1,180,0.66,19,4.92,1.52,3,0,0,0,40
150,1,1,14,0.59,20,5.9,1.5,3,0,10,0,47
150,2,2,28,0.23,16,3.17,1.25,1,0,0,0,57.6353
100,1,1,180,0.3,10,3.44,1.71,1,55,0,0,79.9
100,3,2,90,0.6,19,5.22,0.27,4,20,0,0,37.2
100,2,2,28,0.6,14,4.88,1.23,3,0,0,0,31
400,2,4,365,0.36,20,3.33,0.54,4,0,0,0,31.5
100,1,1,180,0.5,20,4.17,1.96,1,20,5,0,68
150,1,1,360,0.5,16,3.56,1.44,3,0,0,60,57.4
150,1,1,7,0.44,19,2.1,1.52,3,0,0,61,26.6
100,3,2,180,0.27,19,2.58,0.14,4,30,0,0,70.8
100,1,1,3,0.21,25,2.83,1.83,5,10,10,0,75.6738
150,1,1,28,0.38,16,3.17,1.25,1,0,0,0,38.58825315
100,3,2,356,0.55,19,4.95,0.26,4,10,0,0,51.8
100,2,4,28,0.32,25,3.12,1.46,3,0,0,50,66.7
150,1,1,14,0.68,19,5.08,1.52,3,0,0,18,26.7
100,1,1,7,0.21,25,2.83,1.83,5,10,10,0,80.4019
150,1,1,119,1.19,19,11.05,1.52,3,0,0,0,13.6
150,1,1,14,0.51,19,3.13,1.52,3,0,0,50,33
150,1,1,7,0.5,16,4.34,1.44,3,0,0,0,34.9
100,1,1,90,0.56,25,5.3,1.33,3,25,0,0,52.5
100,1,1,7,0.24,25,2.83,1.83,5,10,10,0,74.6336
100,3,2,180,0.6,19,5.31,0.28,4,0,0,0,41.6
100,3,2,7,0.27,19,2.67,0.14,4,10,0,0,56.6
100,3,2,180,0.4,19,4.18,0.22,4,0,0,0,60.4
100,2,2,1,0.38,19,2.2,1.5,1,55,0,0,10.3
150,1,1,365,0.57,19,3.87,1.52,3,0,0,50,50.5
100,3,2,180,0.32,19,3.23,0.17,4,0,0,0,71.2
250,1,1,28,0.52,80,10,3,3,0,0,0,25.61
100,1,1,28,0.28,20,1.93,1.22,6,0,0,0,72.5248
100,3,2,356,0.4,19,4.1,0.22,4,20,0,0,65.4
150,2,1.33,28,0.18,16,2.92,1.22,1,0,9,0,72.23754509
100,1,1,28,0.18,20,3.14,1.5,3,0,16,0,73.16
150,2,2,28,0.46,25,3.44,2.23,2,0,0,0,30.91
150,2,2,28,0.58,30,7.15,1.5,3,0,0,0,18.78
100,3,2,14,0.6,19,4.62,0.85,1,30,0,0,18.5
100,2,2,28,0.4,20,4.54,1.75,1,25,0,0,44.1
100,3,2,21,0.6,19,4.62,0.85,1,30,0,0,20.1
70,1,1,28,1.57,16,10.19,1.33,3,0,0,0,30.89
150,1,1,119,0.6,19,4.15,1.52,3,0,0,0,42.4
100,3,2,180,0.32,19,3.14,0.17,4,20,0,0,78.1
100,2,2,28,0.5,20,4.17,1.96,1,20,5,0,46.8
150,1,1,90,0.3,20,3.6,1.94,3,0,0,0,60
100,2,2,28,0.5,14,4.48,1.28,3,0,0,0,30.7
150,1,1,365,0.8,19,6.44,1.52,3,0,0,0,31.2
100,1,1,7,0.5,12.5,5.47,1.18,5,0,0,0,24.5
100,1,1,56,0.21,25,2.83,1.83,5,0,10,40,105.393
150,1,1,14,0.57,19,3.88,1.52,3,0,0,42,32.4
150,1,1,7,0.5,16,5.21,1.44,3,0,0,60,28.7
100,3,2,3,0.27,19,2.67,0.14,4,10,0,0,49.9
100,3,2,90,0.55,19,5,0.26,4,0,0,0,40.2
100,1,1,3,0.39,20,4.73,2.85,6,0,0,0,50.7655
100,1,1,7,0.53,20,7.45,3.54,6,0,0,0,30.8383
100,1,1,7,0.32,31.5,3.49,1.63,3,35,0,0,42.38
150,1,1,360,0.5,16,3.62,1.44,3,0,0,0,60.2
150,1,1,90,0.5,16,3.62,1.44,3,0,0,0,50.5
100,3,2,90,0.55,19,4.91,0.26,4,20,0,0,43.5
100,3,2,28,0.25,19,2.17,1.01,1,0,0,0,70.9
150,1,1,360,0.3,16,5.8,1.44,3,0,0,0,90
100,1,1,180,0.46,25,4.74,1.43,3,21,0,8,58.2
100,3,2,180,0.55,19,4.91,0.26,4,20,0,0,50
100,2,2,7,0.38,19,4.17,1.5,1,55,0,0,22.7
100,1,1,3,0.28,20,3.31,2.69,6,0,0,0,53.5149
100,1,1,28,0.65,20,7.44,1.69,2,0,0,0,18.75
150,1,1,7,0.5,16,5.26,1.44,3,0,0,20,41.2
75,2,2,28,0.23,16,3.17,1.25,1,0,0,0,53.5043
100,1,1,28,0.3,10,3.48,1.66,1,40,5,0,71.1
150,1,1,3,0.4,16,4.53,1.44,3,0,0,80,22.2
100,2,2,7,0.34,19,4.95,1.5,1,55,0,0,42.2
250,1,1,28,0.59,80,12,3,3,0,0,50,20.66
