d/f,shape,aspect ratio,age,w/b,Dmax,ratio of aggregate to binder,CA/FA,Cement strength grade,fly ash,Silicon,BFS,fc
150,2,2,7,0.5,40,8.48,1.94,3,35,0,0,9.81
150,1,1,28,0.28,20,2.86,1.63,3,20,0,0,80.9
150,2,2,28,0.35,13,3.41,1.26,3,0,0,0,55.7
100,1,1,90,0.3,10,3.47,1.67,1,45,0,0,87.7
300,1,1,28,0.67,80,13,3,3,0,0,50,15
100,1,1,7,0.4,12.5,4.21,1.28,5,0,0,0,41.93
150,1,1,63,0.55,19,3.49,1.52,3,0,0,61,30.4
150,1,1,3,0.3,16,5.74,1.44,3,0,0,60,31.9
200,1,1,28,0.52,20,4.88,1.78,3,0,0,0,40.4
100,3,2,3,0.5,19,3.88,0.8,1,75,0,0,3.2
300,1,1,28,0.67,80,13,3,3,0,0,60,14.79
150,1,1,180,0.89,19,7.55,1.52,3,0,0,0,25.6
100,3,2,1,0.5,19,4.06,0.74,1,0,0,0,15
100,1,1,180,0.5,20,4.11,2.05,1,40,5,0,58.4
100,2,2,28,0.54,20,4.24,1.5,3,0,0,0,25.57
150,1,1,7,0.4,16,4.59,1.44,3,0,0,20,51.5
150,1,1,90,0.45,20,4.05,1.35,3,16,0,0,57.24
150,1,1,360,0.4,16,3.82,1.44,3,0,0,60,80.6
100,1,1,7,0.36,12.5,3.75,1.35,5,0,0,0,45.25
100,1,1,7,0.36,12.5,3.66,1.43,5,25,0,0,39.76
100,3,2,7,0.5,19,4.06,0.74,1,0,0,0,35.1
150,1,1,5,0.39,20,4.24,1.57,3,7,0,0,42.6
150,2,2,90,0.3,20,3.6,1.94,3,0,30,0,52.6
100,1,1,28,0.38,31.5,3.83,2.11,1,70,0,0,22.601
150,1,1,365,0.88,19,7.37,1.52,3,0,0,0,25.9
150,1,1,7,0.3,16,5.74,1.44,3,0,0,60,57.3
100,2,4,3,0.42,25,4.36,1.24,3,0,0,50,14.8
100,1,1,28,0.27,25,2.83,1.83,5,20,10,0,94.8936
100,1,1,28,0.24,25,2.83,1.83,5,0,10,20,96.8085
100,3,2,180,0.55,19,5,0.26,4,0,0,0,46.3
300,1,1,28,0.67,40,13,3,3,0,0,60,16.21
100,2,2,28,0.5,20,4.07,2.11,1,55,0,0,25.9
150,1,1,28,0.5,20,4.82,1.5,3,0,0,0,34.7
100,2,2,1,0.38,19,4.11,1.5,1,55,0,0,6.3
100,1,1,180,0.5,20,4.1,2.06,1,45,0,0,56.6
100,1,1,28,0.67,40,13,3,3,0,0,40,19.35
150,2,2,90,0.3,20,3.6,1.94,3,0,40,0,54.3
150,1,1,28,0.4,16,4.59,1.44,3,0,0,20,66
100,3,2,1,0.6,19,4.62,0.85,1,30,0,0,7.5
400,2,8,365,0.36,20,3.33,0.54,4,0,0,0,35.72
100,1,1,7,0.39,20,4.73,1.73,6,0,0,0,58.9413
100,3,2,180,0.27,19,2.71,0.14,4,0,0,0,82
100,3,2,21,0.6,19,4.51,0.89,1,60,0,0,9.4
100,3,2,356,0.6,19,5.22,0.27,4,20,0,0,44.8
100,1,1,90,0.5,20,4.11,2.05,1,40,5,0,48.7
100,2,2,56,0.5,20,3.4,1.86,1,0,0,0,45.8
100,3,2,21,0.55,19,4.13,0.85,1,45,0,0,19
100,3,2,28,0.6,19,5.22,0.27,4,20,0,0,28
150,1,1,180,0.87,19,7.36,1.52,3,0,0,30,30.5
100,1,1,28,0.18,16,2.92,1.22,1,0,9,0,66.1011
100,2,4,90,0.37,25,3.77,1.35,3,0,0,0,53.8
100,2,2,28,0.71,25,7.72,1.27,3,0,0,0,17.87
100,2,2,28,0.5,20,4.82,1.5,3,0,0,0,24.6
150,1,1,28,0.4,16,4.55,1.44,3,0,0,60,61.1
150,1,1,14,0.28,20,2.86,1.63,3,20,0,0,73.5
100,3,2,28,0.32,19,3.18,0.17,4,10,0,0,61.7
75,1,1,28,0.23,16,3.17,1.25,1,0,0,0,58.135
100,3,2,180,0.6,19,5.17,0.27,4,30,0,0,40.1
100,1,1,7,0.21,25,2.83,1.83,5,0,10,40,81.573
150,1,1,360,0.3,16,4.11,1.44,3,0,0,40,96.8
100,3,2,3,0.32,19,3.14,0.17,4,20,0,0,39.6
100,1,1,28,0.67,40,13,3,3,0,0,60,18.94
100,3,2,356,0.27,19,2.71,0.14,4,0,0,0,83.4
150,1,1,28,0.52,20,4.88,1.78,3,0,0,0,43.45
100,2,2,3,0.35,19,5.03,1.5,1,55,0,0,19.6
100,1,1,28,0.59,40,12,3,3,0,0,50,25.65
250,1,1,28,0.59,80,12,3,3,0,0,30,21.55
150,1,1,28,0.3,16,4.11,1.44,3,0,0,40,83.8
100,3,2,7,0.6,19,4.51,0.89,1,60,0,0,6.7
100,2,4,180,0.32,25,3.13,1.46,3,0,0,30,75.2
100,1,1,90,0.24,10,2.13,1.32,1,0,0,0,110.2
450,3,2,230,0.45,20,4.05,1.35,3,16,0,0,28.2
150,1,1,14,0.59,20,5.9,1.5,3,0,0,0,34.8
150,1,1,90,0.5,16,4.3,1.44,3,0,0,40,57.9
150,1,1,3,0.4,16,4.59,1.44,3,0,0,20,41
200,1,1,28,0.38,16,3.17,1.25,1,0,0,0,45.7622
100,2,4,28,0.42,25,4.37,1.24,3,0,0,30,44.9
100,2,2,3,0.4,20,3.27,2.09,3,0,0,0,31.1
150,1,1,28,0.52,19,3.2,1.52,3,0,0,56,34.5
100,1,1,7,0.39,31.5,3.49,1.63,3,35,0,0,33.01
150,1,1,7,0.3,16,5.8,1.44,3,0,0,0,69.4
150,1,1,180,0.76,19,5.99,1.52,3,0,0,18,36.2
100,2,2,28,0.5,14,4.48,0.85,3,0,0,0,30.4
150,1,1,28,0.89,19,7.55,1.52,3,0,0,0,22.6
100,1,1,7,0.44,31.5,3.83,2.11,1,90,0,0,2.875
100,2,4,7,0.37,25,3.74,1.35,3,0,0,50,35.7
150,1,1,7,0.3,16,4.11,1.44,3,0,0,40,66.4
150,1,1,90,0.5,16,3.53,1.44,3,0,0,80,35
150,1,1,28,0.6,19,4.11,1.52,3,0,0,56,27.2
100,1,1,90,0.3,31.5,4.26,1.44,3,24,0,0,64.38
150,1,1,90,0.4,16,3.84,1.44,3,0,0,40,81
100,1,1,56,0.5,20,3.4,1.86,1,0,0,0,57.1
100,1,1,1,0.28,20,3.16,2.22,6,0,0,0,43.069
100,1,1,3,0.5,20,4.17,1.97,1,25,0,0,18.4
100,1,1,28,0.4,20,4.61,1.68,1,0,5,0,69.4
150,1,1,28,0.4,31.5,3.79,2.34,3,0,0,0,43.1
150,1,1,7,0.55,19,3.49,1.52,3,0,0,61,17.1
100,1,1,7,0.3,20,3.6,1.94,3,0,30,0,62.5
100,3,2,14,0.55,19,4.13,0.85,1,45,0,0,18
150,1,1,360,0.4,16,5.51,1.44,3,0,0,20,76.7
100,3,2,14,0.55,19,4.08,0.87,1,60,0,0,9.5
150,1,1,28,0.34,20,3.46,1.5,3,11,0,15,57.9514
150,1,1,180,0.59,19,4.15,1.52,3,0,0,30,53.8
100,2,2,3,0.6,14,4.49,0.87,3,0,0,0,22.5
150,1,1,28,0.55,19,3.49,1.52,3,0,0,61,25.1
150,1,1,90,0.5,16,4.26,1.44,3,0,0,80,31.6
150,1,1,3,0.28,20,2.86,1.63,3,20,0,0,47.1
100,1,1,28,0.36,12.5,3.75,1.35,5,0,0,50,58.6
150,1,1,7,0.3,16,4.14,1.44,3,0,0,0,75.7
100,1,1,3,0.39,20,4.73,1.73,6,0,0,0,48.043
150,1,1,28,0.66,19,4.92,1.52,3,0,0,0,35
100,2,4,28,0.32,25,3.15,1.46,3,0,0,0,60
200,1,1,28,0.71,40,14,3,3,0,0,0,18.29
100,1,1,28,0.19,10,2.27,1.52,1,45,0,0,88.5
100,1,1,28,0.35,20,3.01,1.63,3,0,0,0,59.45
150,1,1,3,0.47,20,4.52,1.63,3,0,10,0,35.3
200,2,2,28,0.5,13,5.02,1.16,3,0,0,0,43.55
100,1,1,28,0.5,12.5,5.47,1.18,5,0,0,0,47.3
100,3,2,28,0.6,19,4.75,0.81,1,0,0,0,32.1
100,1,1,91,0.28,20,3.16,4.12,6,0,0,0,77.4138
100,1,1,3,0.21,25,2.83,1.83,5,0,10,20,82.6596
150,1,1,7,0.5,16,4.28,1.44,3,0,0,60,23.8
800,2,2,365,0.36,20,3.33,0.54,4,0,0,0,22.83
100,3,2,28,0.55,19,4.21,0.82,1,30,0,0,25.4
100,1,1,28,0.38,16,3.83,2.45,1,0,0,0,27.33
100,3,2,180,0.35,19,3.42,0.18,4,30,0,0,68.9
100,1,1,1,0.77,20,10.47,2.02,6,0,0,0,8.25419
100,3,2,90,0.35,19,3.47,0.18,4,20,0,0,61.3
200,2,2,28,0.52,20,4.88,1.78,3,0,0,0,31
100,3,2,3,0.6,19,4.61,0.86,1,45,0,0,6.9
150,1,1,28,0.66,19,4.91,1.52,3,0,0,30,36.1
100,3,2,28,0.35,19,3.56,0.19,4,0,0,0,56.3
75,2,2,28,0.38,16,3.17,1.25,1,0,0,0,40.6838
100,1,1,56,0.4,20,4.54,1.75,1,25,0,0,60.8
300,1,1,28,0.67,40,13,3,3,0,0,40,16.42
150,1,1,3,0.5,16,4.33,1.44,3,0,0,20,22.9
150,1,1,63,0.66,19,4.91,1.52,3,0,0,30,39.2
150,1,1,28,1.19,19,11.05,1.52,3,0,0,0,13
100,1,1,360,0.46,25,4.74,1.43,5,21,0,8,60
100,2,4,180,0.27,25,2.51,1.59,3,0,0,30,86.5
100,3,2,1,0.55,19,4.21,0.82,1,30,0,0,10.6
200,3,2,28,0.28,13,2.77,1.36,3,0,11,0,71.3
100,3,2,28,0.6,19,4.53,0.9,1,75,0,0,5
100,3,2,356,0.32,19,3.23,0.17,4,0,0,0,71.4
250,1,1,28,0.67,80,13,3,3,0,0,50,15.76
100,3,2,56,0.5,19,4,0.77,1,30,0,0,35.5
150,1,1,63,0.8,19,6.44,1.52,3,0,0,0,28.3
70.7,1,1,28,0.14,1.25,1.63,6,3,0,18.5,0,94.96
150,1,1,28,0.3,16,4.79,1.44,3,0,0,80,67.7
150,1,1,14,0.6,19,4.15,1.52,3,0,0,0,32.6
100,3,2,28,0.6,19,4.62,0.85,1,15,0,0,27.5
150,1,1,14,0.5,20,4.57,1.5,3,10,0,40,28.4483
100,3,2,3,0.4,19,4.18,0.22,4,0,0,0,34
150,1,1,28,0.5,20,4.57,1.5,3,0,0,50,41.4474
100,1,1,28,0.5,13,5.02,1.16,3,0,0,0,49.5
150,1,1,7,0.48,19,2.69,1.52,3,0,0,61,22.2
150,1,1,90,0.3,20,3.6,1.94,3,0,30,0,67.4
100,3,2,180,0.35,19,3.51,0.18,4,10,0,0,72.4
100,3,2,28,0.52,25,5.69,1.69,1,0,0,0,23.8
250,1,1,28,0.67,80,13,3,3,0,0,40,16.08
100,3,2,28,0.67,13,6.75,1.07,3,0,0,0,27.6
150,1,1,28,0.51,25,3.3,2.23,2,0,0,0,29.36
100,2,2,3,0.37,19,4.67,1.5,1,55,0,0,22.4
100,2,2,56,0.4,20,4.61,1.68,1,0,5,0,64.8
100,1,1,180,0.3,10,6.03,1.5,1,0,0,0,97.7
100,3,2,56,0.5,19,3.88,0.8,1,75,0,0,9.9
100,1,1,28,0.67,13,6.75,1.07,3,0,0,0,32.2
100,1,1,90,0.39,31.5,3.49,1.63,3,35,0,0,53.69
100,3,2,28,0.32,19,3.14,0.17,4,20,0,0,58.6
100,1,1,365,0.56,25,5.3,1.33,3,25,0,0,58.6
100,1,1,14,0.38,31.5,3.83,2.11,1,70,0,0,13.528
100,1,1,28,0.44,31.5,3.83,2.11,1,50,0,0,28.057
150,1,1,63,0.51,19,3.24,1.52,3,0,0,42,54.5
100,1,1,7,0.4,20,4.54,1.75,1,25,0,0,33.7
150,1,1,3,0.47,20,4.52,1.63,3,0,0,0,33.3
100,3,2,28,0.44,25,4.74,1.77,1,0,0,0,31
100,3,2,3,0.55,19,4.23,0.82,1,15,0,0,24.3
100,2,2,28,0.37,25,3.18,1.27,3,0,0,0,46.53
100,2,2,28,0.6,14,5.07,0.85,3,0,0,0,27.2
200,2,2,28,0.5,20,4.82,1.5,3,0,0,0,22.1
100,2,2,28,0.4,20,3,1.34,3,0,0,0,43.3
100,1,1,28,0.42,20,3.89,1.7,2,0,0,0,36.58
100,1,1,28,0.3,20,3.6,1.94,3,0,0,0,64.81
150,1,1,14,0.55,19,3.49,1.52,3,0,0,61,18.5
100,3,2,56,0.5,19,3.97,0.81,1,45,0,0,26.8
100,3,2,28,0.4,19,4.1,0.22,4,20,0,0,48
150,1,1,28,0.51,40,10,3,3,0,0,60,30.32
100,3,2,3,0.6,19,4.51,0.89,1,60,0,0,4.6
100,3,2,28,0.35,19,3.51,0.18,4,10,0,0,55.7
100,3,2,180,0.35,19,3.56,0.19,4,0,0,0,66.6
100,3,2,356,0.32,19,3.18,0.17,4,10,0,0,77.6
100,3,2,14,0.6,19,4.75,0.81,1,0,0,0,31.9
150,1,1,7,0.57,19,3.88,1.52,3,0,0,42,29.6
100,3,2,7,0.4,19,4.05,0.21,4,30,0,0,33.7
100,2,2,28,0.4,14,2.71,1.69,3,0,0,0,43.8
100,1,1,7,0.45,31.5,4.26,1.44,3,24,0,0,33.64
150,1,1,180,0.51,19,3.24,1.52,3,0,0,42,64.5
150,1,1,14,0.66,19,4.91,1.52,3,0,0,30,28.3
150,1,1,7,0.3,16,4.84,1.44,3,0,0,40,64.5
150,1,1,90,0.4,16,4.53,1.44,3,0,0,80,56.8
100,3,2,3,0.55,19,4.95,0.26,4,10,0,0,16
100,2,4,28,0.42,25,4.36,1.24,3,0,0,50,44.6
150,1,1,28,0.43,19,2.06,1.52,3,0,0,56,47
200,1,1,28,0.51,40,10,3,3,0,0,60,28.74
100,1,1,180,0.4,20,4.54,1.75,1,25,0,0,70.2
150,1,1,7,0.4,16,3.82,1.44,3,0,0,60,38.6
100,1,1,28,0.3,10,3.54,1.59,1,25,0,0,85.4
100,3,2,14,0.5,19,4,0.75,1,15,0,0,29.3
100,3,2,21,0.5,19,3.92,0.8,1,60,0,0,13.8
150,2,2,28,0.47,25,4.27,1.27,3,0,0,0,36.27
100,3,2,28,0.48,25,5.2,1.74,1,0,0,0,25.8
100,3,2,21,0.5,19,4,0.75,1,15,0,0,30.5
100,1,1,7,0.19,10,2.74,1.5,1,25,0,0,74.2
150,1,1,14,0.47,20,4.52,1.63,3,0,0,0,50.8
100,3,2,7,0.35,19,3.56,0.19,4,0,0,0,49.1
100,3,2,3,0.6,19,5.31,0.28,4,0,0,0,15.4
200,1,1,28,0.67,40,13,3,3,0,0,50,17.99
100,1,1,28,0.21,25,2.83,1.83,5,10,10,0,95.721
150,1,1,28,0.35,20,3.01,1.63,3,0,0,0,54.13
100,1,1,3,0.4,20,3.46,1.68,1,15,0,0,29.3
250,1,1,28,0.67,40,13,3,3,0,0,30,17.29
150,1,1,63,1.02,19,9,1.52,3,0,0,0,18
100,3,2,28,0.5,19,3.88,0.8,1,75,0,0,7
100,3,2,28,0.62,25,6.51,1.27,4,0,0,0,24.31
150,1,1,14,0.86,19,7.2,1.52,3,0,0,18,18.3
100,3,2,90,0.6,19,5.17,0.27,4,30,0,0,36
100,2,2,7,0.37,19,4.67,1.5,1,55,0,0,31.8
150,1,1,360,0.5,16,3.58,1.44,3,0,0,40,65.1
150,2,1.7,7,0.5,40,8.48,1.94,3,35,0,0,10.7
100,3,2,28,0.6,19,4.51,0.89,1,60,0,0,9.8
100,1,1,28,0.67,40,13,3,3,0,0,30,19.51
100,1,1,3,0.39,20,4.73,2.35,6,0,0,0,43.2
100,1,1,7,0.3,10,3.48,1.66,1,40,5,0,48.6
100,1,1,7,0.4,20,4.48,1.82,1,45,0,0,20.3
100,1,1,7,0.4,20,3.46,1.68,1,15,0,0,39.9
150,1,1,3,0.3,16,4.07,1.44,3,0,0,80,26.3
100,2,2,3,0.7,14,6.61,0.77,3,0,0,0,10.9
100,1,1,3,0.39,20,4.73,1.12,6,0,0,0,47.4147
150,1,1,365,0.66,19,4.92,1.52,3,0,0,0,40
100,1,1,1,0.51,20,3.28,1,6,0,0,0,32.7545
150,1,1,180,0.43,19,2.06,1.52,3,0,0,56,67.2
100,1,1,90,0.46,25,4.74,1.43,3,21,0,8,46.8
250,1,1,90,0.45,20,4.05,1.35,3,16,0,0,56.97
100,1,1,3,0.29,20,4.62,4.3,6,0,0,0,65.396
150,1,1,7,0.66,19,4.92,1.52,3,0,0,0,24.9
200,1,1,28,0.71,80,14,3,3,0,0,0,17.36
100,2,2,91,0.35,19,5.03,1.5,1,55,0,0,56.1
150,1,1,63,1.19,19,11.05,1.52,3,0,0,0,13.3
100,1,1,91,0.28,20,3.17,1.35,6,0,0,0,83.4138
100,1,1,28,0.4,31.5,3.79,2.34,3,0,0,0,44.9
150,1,1,28,0.4,16,3.8,1.44,3,0,0,80,46.8
150,1,1,7,0.4,16,5.5,1.44,3,0,0,40,49.1
150,1,1,14,0.75,19,5.94,1.52,3,0,0,0,22.7
150,1,1,14,0.8,19,6.44,1.52,3,0,0,0,21.9
200,1,1,28,0.62,40,12,3,3,0,0,0,24.29
100,1,1,28,0.38,31.5,4.26,1.44,3,24,0,0,50.37
150,1,1,28,0.59,20,5.9,1.5,3,0,10,0,52.3
100,1,1,56,0.5,20,4.11,2.05,1,40,5,0,45.9
100,2,4,1,0.42,25,4.39,1.24,3,0,0,0,17
100,2,4,7,0.42,25,4.39,1.24,3,0,0,0,37.2
150,1,1,28,0.3,16,4.81,1.44,3,0,0,60,77.8
150,1,1,63,0.66,19,4.9,1.52,3,0,0,50,33.1
100,2,2,3,0.5,14,4.27,0.71,3,0,0,0,20.8
100,3,2,1,0.55,19,4.28,0.81,1,0,0,0,19.4
100,1,1,56,0.24,25,2.83,1.83,5,0,10,10,101.111
100,3,2,28,0.55,19,4.23,0.82,1,15,0,0,32.4
150,1,1,119,0.66,19,4.91,1.52,3,0,0,30,42.5
150,1,1,28,0.4,16,4.61,1.44,3,0,0,0,63.9
150,1,1,28,0.67,40,13,3,3,0,0,40,18.78
100,1,1,91,0.53,20,7.45,3.54,6,0,0,0,42.5749
100,3,2,7,0.55,19,4.28,0.81,1,0,0,0,30.4
200,1,1,28,0.65,20,7.44,1.69,2,0,0,0,17.79
100,2,2,3,0.4,20,3.69,2.01,3,0,0,0,30.7
100,2,4,7,0.32,25,3.13,1.46,3,0,0,30,57.4
100,2,2,28,0.6,14,5.55,1.19,3,0,0,0,23.1
100,2,2,56,0.3,10,3.54,1.59,1,25,0,0,86.5
100,2,2,91,0.34,19,4.95,1.5,1,55,0,0,61.9
150,1,1,14,0.66,19,4.92,1.52,3,0,0,0,27.8
100,1,1,56,0.5,12.5,4.53,1.05,5,0,0,0,49.36
150,1,1,119,0.59,19,4.15,1.52,3,0,0,30,49.1
150,1,1,360,0.4,16,4.56,1.44,3,0,0,40,79
100,2,3,28,0.4,31.5,3.79,2.34,3,0,0,0,40.8
150,1,1,63,0.87,19,7.36,1.52,3,0,0,30,26.8
150,1,1,365,0.57,19,3.88,1.52,3,0,0,42,57.4
150,1,1,3,0.5,16,4.28,1.44,3,0,0,60,14.4
100,3,2,90,0.55,19,4.81,0.25,4,30,0,0,39.3
100,2,2,28,0.62,25,6.51,1.27,3,0,0,0,24.27
100,3,2,1,0.55,19,4.08,0.87,1,60,0,0,3.8
150,1,1,28,0.8,19,6.44,1.52,3,0,0,0,27.5
150,1,1,14,1.19,19,11.05,1.52,3,0,0,0,9.7
100,2,2,1,0.35,19,5.03,1.5,1,55,0,0,7.9
100,2,4,28,0.42,25,4.39,1.24,3,0,0,0,46.1
150,1,1,3,0.4,16,3.87,1.44,3,0,0,20,45.8
100,2,2,365,0.36,20,3.33,0.54,4,0,0,0,54.4
100,3,2,356,0.4,19,4.05,0.21,4,30,0,0,61.3
100,1,1,56,0.3,10,6.03,1.5,1,0,0,0,87.2
200,2,4,365,0.36,20,3.33,0.54,4,0,0,0,39.54
200,1,1,28,0.67,40,13,3,3,0,0,30,18.34
100,1,1,91,0.28,20,3.31,2.69,6,0,0,0,76.2376
150,1,1,28,0.51,19,3.13,1.52,3,0,0,50,42.3
200,3,2,28,0.35,13,3.41,1.26,3,0,0,0,65.45
350,2,2,216,0.45,20,4.05,1.35,3,16,0,0,42.35
150,1,1,7,0.5,16,3.62,1.44,3,0,0,0,36.6
150,1,1,56,0.39,20,4.24,1.57,3,7,0,0,61.5
100,1,1,90,0.47,25,5.3,1.33,3,10,0,0,64.2
150,1,1,119,0.48,19,2.69,1.52,3,0,0,61,42.4
100,3,2,90,0.6,19,5.26,0.28,4,10,0,0,40.3
100,1,1,56,0.3,10,3.54,1.59,1,25,0,0,90.4
150,1,1,7,0.4,16,5.47,1.44,3,0,0,60,46.9
100,1,1,7,0.44,31.5,3.83,2.11,1,50,0,0,16.289
100,2,4,1,0.37,25,3.74,1.35,3,0,0,50,5.2
100,2,2,3,0.38,19,4.11,1.5,1,55,0,0,13.9
100,2,2,3,0.6,20,5.32,1.04,3,0,0,0,24.4
100,1,1,3,0.5,20,4.07,2.11,1,55,0,0,7.8
150,1,1,63,0.88,19,7.37,1.52,3,0,0,0,23.2
150,1,1,28,0.5,20,4.57,1.5,3,20,0,30,38.5279
100,2,2,28,0.5,13,5.02,1.16,3,0,0,0,42.93
150,1,1,90,0.42,25,5.3,1.33,3,0,0,0,58.6
250,1,1,28,0.51,40,10,3,3,0,0,0,27.13
200,1,1,28,0.52,40,10,3,3,0,0,0,29.26
100,1,1,90,0.5,20,4.17,1.97,1,25,0,0,53.7
150,1,1,28,0.75,19,5.94,1.52,3,0,0,0,28.9
100,1,1,7,0.27,25,2.83,1.83,5,0,10,20,82.8723
100,1,1,28,0.4,20,4.54,1.75,1,25,0,0,49.3
100,3,2,56,0.6,19,4.61,0.86,1,45,0,0,16.6
100,3,2,28,0.27,19,2.67,0.14,4,10,0,0,67.7
450,1,1,221,0.45,20,4.05,1.35,3,16,0,0,43.53
150,1,1,28,0.46,25,3.44,2.23,2,0,0,0,40.96
150,1,1,119,0.89,19,7.55,1.52,3,0,0,0,23.5
150,1,1,28,0.5,16,5.26,1.44,3,0,0,20,57
150,1,1,90,0.5,16,3.6,1.44,3,0,0,20,56.2
100,1,1,28,0.39,20,4.73,2.35,6,0,0,0,51.7
150,1,1,90,0.3,16,4.07,1.44,3,0,0,80,77.4
150,1,1,7,0.4,16,3.87,1.44,3,0,0,20,60.3
100,3,2,180,0.4,19,4.1,0.22,4,20,0,0,61.4
150,1,1,180,0.57,19,3.88,1.52,3,0,0,42,57.4
150,1,1,63,0.86,19,7.2,1.52,3,0,0,18,25
150,1,1,28,0.23,16,3.17,1.25,1,0,0,0,68.8137
100,1,1,28,0.48,20,4.28,1.63,3,0,0,0,34.9
150,1,1,180,0.68,19,5.08,1.52,3,0,0,18,41.1
150,1,1,365,0.48,19,2.69,1.52,3,0,0,61,47.9
150,1,1,28,0.88,19,7.37,1.52,3,0,0,0,22.7
100,1,1,7,0.24,25,2.83,1.83,5,0,10,30,82.7196
100,3,2,28,0.77,25,8.46,1.27,4,0,0,0,14.43
100,2,2,28,0.37,19,4.67,1.5,1,55,0,0,53
100,2,4,7,0.27,25,2.51,1.59,3,0,0,30,70.3
150,1,1,3,0.5,16,5.26,1.44,3,0,0,20,29.8
100,1,1,28,0.36,12.5,3.66,1.43,5,25,0,0,60.17
100,3,2,180,0.32,19,3.1,0.16,4,30,0,0,67.5
150,1,1,7,0.5,16,5.19,1.44,3,0,0,80,21.8
100,1,1,28,0.3,10,3.44,1.71,1,55,0,0,57.4
150,1,1,14,0.5,20,4.57,1.5,3,0,0,40,33.5526
100,1,1,3,0.5,20,4.1,2.06,1,45,0,0,13.4
100,3,2,1,0.5,19,3.97,0.81,1,45,0,0,6.4
100,2,2,1,0.37,19,4.67,1.5,1,55,0,0,8.7
100,1,1,7,0.24,25,2.83,1.83,5,0,10,40,80.7865
250,1,1,28,0.59,80,12,3,3,0,0,40,21.22
100,1,1,28,0.39,31.5,3.49,1.63,3,35,0,0,39.12
150,1,1,180,0.6,19,4.11,1.52,3,0,0,56,40.9
100,1,1,3,0.21,25,2.83,1.83,5,20,10,0,73.5106
200,1,1,28,0.42,20,3.89,1.7,2,0,0,0,33.14
300,1,1,28,0.59,80,12,3,3,0,0,40,19.86
100,1,1,270,0.46,25,4.74,1.43,3,21,0,8,62.6
150,1,1,180,0.48,19,2.69,1.52,3,0,0,61,47.9
100,2,2,28,0.34,19,5.22,1.5,1,55,0,0,47.5
150,1,1,90,0.5,16,3.56,1.44,3,0,0,60,49.1
100,2,4,3,0.32,25,3.15,1.46,3,0,0,0,39.3
250,1,1,28,0.67,40,13,3,3,0,0,40,17.21
150,1,1,28,0.48,20,4.28,1.63,3,0,0,0,32.35
150,1,1,7,0.5,20,4.57,1.5,3,30,0,20,20.0663
100,1,1,7,0.28,20,3.16,2.22,6,0,0,0,69.3448
100,2,4,3,0.27,25,2.53,1.59,3,0,0,0,54.4
150,1,1,3,0.5,20,4.57,1.5,3,30,0,20,9.45623
200,1,1,28,0.59,80,12,3,3,0,0,60,21.72
150,1,1,119,0.75,19,5.93,1.52,3,0,0,30,35.8
150,1,1,14,0.57,19,3.87,1.52,3,0,0,50,26.6
100,1,1,28,0.34,31.5,2.9,1.88,3,43,0,0,52.82
150,1,1,28,0.5,16,5.23,1.44,3,0,0,40,55.9
150,1,1,7,0.3,16,5.76,1.44,3,0,0,40,64.2
150,1,1,63,0.57,19,3.87,1.52,3,0,0,50,40.9
250,1,1,28,0.51,40,10,3,3,0,0,50,27.02
100,1,1,3,0.27,25,2.83,1.83,5,40,10,0,68.427
100,2,2,28,0.38,19,4.11,1.5,1,55,0,0,30.7
100,1,1,91,0.39,20,4.73,2.85,6,0,0,0,73.9869
150,1,1,119,0.88,19,7.37,1.52,3,0,0,0,23.7
100,3,2,28,0.5,19,4.06,0.74,1,0,0,0,43.5
150,1,1,180,0.44,19,2.1,1.52,3,0,0,61,55.2
100,1,1,3,0.24,25,2.83,1.83,5,20,10,0,73.0851
50,3,2,28,0.5,13,5.02,1.16,3,0,0,0,47.2
150,1,1,28,0.47,20,4.52,1.63,3,0,10,0,66.4
150,1,1,28,0.5,16,4.34,1.44,3,0,0,0,51.4
100,1,1,3,0.24,25,2.83,1.83,5,10,10,0,74.8227
100,3,2,3,0.6,19,4.62,0.85,1,15,0,0,17.4
150,1,1,28,0.3,16,4.88,1.44,3,0,0,0,80.7
100,1,1,28,0.21,25,2.83,1.83,5,20,10,0,97.8723
150,1,1,7,0.3,16,4.79,1.44,3,0,0,80,48.5
150,1,1,28,0.5,16,5.27,1.44,3,0,0,0,53.6
100,2,2,28,0.6,20,5.95,1.03,3,0,0,0,23.91
100,1,1,180,0.3,10,3.61,1.51,1,0,5,0,99.3
250,1,1,28,0.51,80,10,3,3,0,0,40,25.49
100,3,2,180,0.6,19,5.26,0.28,4,10,0,0,45.4
150,1,1,365,0.74,19,5.93,1.52,3,0,0,42,38.4
100,2,4,7,0.27,25,2.5,1.59,3,0,0,50,69.2
100,2,2,28,0.7,14,7.58,1.05,3,0,0,0,13.61
150,1,1,119,0.47,19,2.56,1.52,3,0,0,56,53.7
150,1,1,360,0.4,16,3.8,1.44,3,0,0,80,58.9
100,3,2,7,0.5,19,3.88,0.8,1,75,0,0,4.1
100,1,1,56,0.21,25,2.83,1.83,5,40,10,0,103.82
150,2,2,28,0.51,25,3.3,2.23,2,0,0,0,22.88
100,1,1,56,0.4,20,3.46,1.68,1,15,0,0,63.4
150,1,1,28,0.28,20,2.86,1.63,3,20,0,0,78.7
150,1,1,28,0.5,20,4.57,1.5,3,0,0,70,38.8158
